user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11,1.0,0.0,,0.159682035446167,0.5343920588493347,,0.0,0.0,1.0,0.9606446027755736,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,1.0,0.526813268661499,0.0,,0.0,,0.9991338849067688,0.0,1.0,1.0,0.269876092672348,,0.0,1.0,0.0,0.0,,,,1.0,,0.0,0.9292118549346924,,0.9096059203147888,0.0,1.0,,0.0,0.9424525499343872,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.869630753993988,0.0343497432768344,1.0,1.0,0.0,1.0,0.989123284816742,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.9899571537971495,1.0,0.7911719083786011,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,
12,0.0,0.0,0.9962813258171082,0.0,0.0,0.0,,1.0,0.0,0.0,,,1.0,1.0,,0.0168736670166254,1.0,,0.0,1.0,,1.0,0.7210906744003296,0.9591231346130372,0.852681577205658,,1.0,0.7254751324653625,1.0,0.0662482380867004,,0.0214704871177673,,0.0,0.7599071860313416,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0221740528941154,,,1.0,1.0,0.9978322386741638,1.0,,1.0,0.7896372079849243,0.0,1.0,,0.0,1.0,0.7878988981246948,1.0,1.0,0.9385582208633424,1.0,,1.0,1.0,1.0,0.9618939757347108,1.0,0.0,1.0,0.0,0.7696883082389832,0.6764363646507263,1.0,,0.4838944375514984,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.6175032258033752,,1.0,0.9605792760849
13,0.0,0.0,0.0,0.9870306849479676,,1.0,,0.9903823733329772,0.0770923867821693,1.0,0.0,0.0274088699370622,0.9124045372009276,1.0,,1.0,,0.0,0.0,0.9631341695785522,,0.0,0.1229662746191024,0.0,0.8006447553634644,0.647181510925293,1.0,,1.0,1.0,1.0,,,0.0,1.0,,1.0,0.089072361588478,0.0,,0.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.9990948438644408,1.0,0.6120622158050537,0.1700851619243621,0.0,0.0,1.0,0.0,,1.0,,1.0,0.0,0.9189227819442748,0.0,0.0,1.0,1.0,1.0,0.9529589414596558,1.0,1.0,0.0,0.0,1.0,1.0,0.9198995232582092,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,0.0
14,0.0,1.0,,1.0,0.0,0.7814788222312927,1.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.990570902824402,,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0257205478847026,1.0,1.0,,0.9177032709121704,1.0,1.0,,0.0,0.0,1.0,,,0.9216082096099854,,0.0,,0.688483476638794,1.0,,1.0,0.0,,0.0,0.0,0.9986934065818788,0.0,0.1871599406003952,1.0,0.0,,0.306443989276886,0.9700537919998168,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9348275661468506,1.0,0.5614598989486694,1.0,0.4467948973178863,0.7320156693458557,0.6942629218101501,1.0,,1.0,0.0462985634803772,0.4164538383483886,1.0,,1.0,0.5030999779701233,0.0,0.0,0.924168586730957,1.0,,1.0,1.0,,0.0,0.0,1.0,0.0,
15,1.0,,0.1747648417949676,1.0,,0.9182876348495485,1.0,,0.7704881429672241,,0.987798511981964,0.0,0.0,1.0,0.9770260453224182,0.0474584996700286,0.0,1.0,0.0,,0.0,1.0,,0.0,0.5222193002700806,0.0,0.9862583875656128,0.9865358471870422,0.9972630739212036,,,0.0,0.0,0.0,0.9833173155784608,1.0,1.0,1.0,,,0.0,,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.6276869773864746,0.0,,0.0,1.0,0.0,0.0,0.938503921031952,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,,1.0,0.0,1.0,,0.9472864270210266,1.0,1.0,,0.0,0.1414418071508407,0.0,0.0,1.0,0.9782343506813048,1.0,0.961769700050354
16,1.0,,0.0,0.0,1.0,0.7458817362785339,,1.0,0.0,1.0,0.0,,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,,0.9354733228683472,0.9755131006240844,,1.0,,0.0,0.8470267057418823,0.0,1.0,,,1.0,1.0,0.0,1.0,,0.0,0.0,,1.0,0.8052294254302979,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.7937476634979248,0.7798188328742981,,0.0,0.955779492855072,1.0,,0.573996901512146,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.2112043648958206,1.0,0.0,1.0,0.950205385684967,,0.0,1.0,1.0,1.0,,0.4811725318431854,1.0,1.0,0.7352066040039062,1.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.2305772751569748,1.0
17,1.0,,0.9802637696266174,0.0,0.0,,1.0,0.0,0.3894805312156677,,1.0,,0.0,0.0,0.0,1.0,0.2237553596496582,1.0,1.0,1.0,,1.0,1.0,0.9897937774658204,1.0,,1.0,,0.3375333249568939,1.0,0.0,1.0,0.9202908873558044,,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,,0.9784125685691832,,0.0495017431676387,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.062544897198677,0.0,0.9851093292236328,1.0,,0.0,0.0,0.5139248967170715,0.0,1.0,0.0,1.0,0.1499341577291488,1.0,1.0,,0.5448513627052307,0.0369369573891162,0.2454428374767303,0.0,,0.96221524477005,0.9716563820838928,,1.0,0.0,0.9505638480186462,1.0,1.0,0.0,0.2614173293113708,0.0,,1.0,1.0
18,0.8318811655044556,1.0,,0.0963329970836639,1.0,0.4328855276107788,,1.0,0.4085171520709991,0.970334529876709,,0.8673909306526184,,1.0,0.0,0.0,1.0,0.0,1.0,0.6684487462043762,,,0.0,0.0,1.0,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,0.831653356552124,0.0,,0.0,1.0,1.0,0.9627435803413392,1.0,,,,0.0,,1.0,,1.0,0.9929859042167664,0.0,1.0,1.0,0.0,0.5599774122238159,1.0,1.0,0.0,0.7057230472564697,,1.0,0.0,0.2249704897403717,0.5326462388038635,1.0,1.0,0.917689323425293,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0701669231057167,1.0,0.3149503469467163,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9755472540855408,,1.0
19,1.0,,1.0,,1.0,0.9588906168937684,,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.9957461953163148,,1.0,1.0,1.0,,1.0,,0.422719806432724,,1.0,0.9595234394073486,0.0,0.9943733215332032,,,0.0,0.9591354131698608,,0.8893662095069885,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.8695880174636841,1.0,1.0,1.0,0.0,1.0,,0.0427678935229778,0.9820871949195862,,1.0,1.0,0.846924901008606,0.0,,1.0,,0.0,0.7906748056411743,0.0,1.0,0.5490037202835083,1.0,1.0,1.0,0.0,0.8030716180801392,,0.0,0.0,1.0,1.0,0.0,0.0,0.9033378958702089,0.946010410785675,0.0,1.0,0.0,,0.0,0.0,1.0,1.0
20,0.9954327344894408,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.8033488988876343,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9675269722938538,1.0,0.2949824333190918,,1.0,1.0,1.0,,1.0,0.9772346019744872,0.0,0.9426337480545044,0.0,0.402433693408966,0.0,0.9951602816581726,0.0,,0.2282128781080246,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6362929344177246,1.0,,1.0,0.0,1.0,0.9879531264305116,0.0,0.8810740113258362,0.0,1.0,1.0,,,0.9682333469390868,1.0,,1.0,1.0,0.0,1.0,,0.0,,,0.0,1.0,0.0,0.8780741691589355,0.0,,1.0,,1.0,1.0,1.0,1.0,0.5415878891944885,,0.0,,,1.0,
